chr,start,end,gene_id,gene_name
chr17,26201671,26208263,ENSG00000266527.1_8,ENSG00000266527
chr17,26205340,26221778,ENSG00000232859.10_7,LYRM9
chr17,26255950,26318813,ENSG00000260019.2_9,LINC01992
chr17,26257203,26257946,ENSG00000286589.1_3,ENSG00000286589
chr17,26345796,26345933,ENSG00000251818,SCARNA20
chr17,25783474,25953464,ENSG00000141068.15_11,KSR1
chr17,25939614,25940277,ENSG00000266853.1_5,ITM2BP1
chr17,25950390,25967803,ENSG00000266728.5_13,ENSG00000266728
chr17,25952510,25953464,ENSG00000266872.1_10,ENSG00000266872
chr17,25956824,25976586,ENSG00000168961.17_15,LGALS9
chr17,25978360,25992738,ENSG00000265788.2_9,NOS2P1
chr17,25993775,25999829,ENSG00000265041.1_11,ENSG00000265041
chr17,26002920,26003023,ENSG00000266771.1_7,ENSG00000266771
chr17,26004831,26005113,ENSG00000264240.1_6,CPDP1
chr17,26009502,26009763,ENSG00000264689.1_7,ENSG00000264689
chr17,26010972,26011170,ENSG00000263604.1_7,ENSG00000263604
chr17,26029938,26030241,ENSG00000263472,RN7SL576P
chr17,26034204,26034276,ENSG00000265833.1_7,ENSG00000265833
chr17,26035137,26035164,ENSG00000266416.1_7,ENSG00000266416
chr17,26073158,26081980,ENSG00000266786.1_5,LGALS9DP
chr17,26083792,26127555,ENSG00000007171.19_13,NOS2
chr17,26125832,26220391,ENSG00000266202.1_11,ENSG00000266202
chr17,26201671,26208263,ENSG00000266527.1_8,ENSG00000266527
chr17,26205340,26221778,ENSG00000232859.10_7,LYRM9
chr17,26255950,26318813,ENSG00000260019.2_9,LINC01992
chr17,26257203,26257946,ENSG00000286589.1_3,ENSG00000286589
chr17,26345796,26345933,ENSG00000251818,SCARNA20
chr17,26348694,26349291,ENSG00000266190.1_10,ENSG00000266190
chr17,26349356,26349490,ENSG00000202389,SNORA70
chr17,26368763,26523407,ENSG00000087095.13_7,NLK
chr17,31340105,32501983,ENSG00000108684.15_11,ASIC2
chr17,32154718,32406119,ENSG00000279668.4_13,ENSG00000279668
chr17,32262456,32483019,ENSG00000265356.2_12,ENSG00000265356
chr17,32327808,32333791,ENSG00000279674.1_8,ENSG00000279674
chr17,32363700,32366891,ENSG00000226049.3_5,TLK2P1
chr17,32407901,32409243,ENSG00000263485.1_11,ENSG00000263485
chr17,32445366,32445901,ENSG00000265775.1_9,ENSG00000265775
chr17,32447075,32447186,ENSG00000252370.1_2,RNA5SP438
chr17,32469966,32474066,ENSG00000264791.1_8,ENSG00000264791
chr17,32482585,32492755,ENSG00000263571.3_11,ENSG00000263571
chr17,32496391,32522956,ENSG00000261156.6_10,LINC01989
chr17,32501264,32501336,ENSG00000263383,AC005549.1
chr17,32503557,32505185,ENSG00000264990.1_8,ENSG00000264990
chr17,32510103,32510154,ENSG00000265501,AC005549.2
chr17,32582293,32584227,ENSG00000108691.10_7,CCL2
chr17,32597240,32599261,ENSG00000108688.11_6,CCL7
chr17,32612761,32615353,ENSG00000172156.4_6,CCL11
chr17,32646454,32648421,ENSG00000108700.5_6,CCL8
chr17,32658881,32659247,ENSG00000265614.1_7,ENSG00000265614
chr17,32683499,32685629,ENSG00000181374.8_6,CCL13
chr17,32687347,32690252,ENSG00000108702.4_7,CCL1
chr17,32806291,32809167,ENSG00000225582.2_7,ENSG00000225582
chr17,37782993,37792879,ENSG00000131771.14_8,PPP1R1B
chr17,37793343,37820454,ENSG00000131748.16_11,STARD3
chr17,37821602,37822807,ENSG00000173991.6_6,TCAP
chr17,37824234,37826728,ENSG00000141744.4_6,PNMT
chr17,37827375,37853050,ENSG00000161395.14_8,PGAP3
chr17,37844167,37886679,ENSG00000141736.14_9,ERBB2
chr17,37882748,37882814,ENSG00000265178,MIR4728
chr17,37884749,37886785,ENSG00000141741.12_7,MIEN1
chr17,37894180,37903544,ENSG00000141738.14_8,GRB7
chr17,37913971,38020565,ENSG00000161405.17_7,IKZF3
chr17,37991290,37992333,ENSG00000264663.1_3,KRT8P34
chr17,37995622,37995777,ENSG00000226117.1_7,ENSG00000226117
chr17,38024455,38034149,ENSG00000186075.13_8,ZPBP2
chr17,38060848,38076107,ENSG00000073605.19_10,GSDMB
chr17,38077294,38083854,ENSG00000172057.10_8,ORMDL3
chr17,38083985,38101252,ENSG00000204913.7_6,LRRC3C
chr17,38083995,38095854,ENSG00000264968.1_8,ENSG00000264968
chr17,38109516,38134021,ENSG00000167914.12_9,GSDMA
chr17,38137060,38154212,ENSG00000108344.15_6,PSMD3
chr17,38168479,38170958,ENSG00000265799.1_10,ENSG00000265799
chr17,38171614,38174066,ENSG00000108342.13_11,CSF3
chr17,38175350,38217468,ENSG00000008838.21_13,MED24
chr17,38183795,38183898,ENSG00000238793,SNORD124
chr17,38214543,38250120,ENSG00000126351.13_5,THRA
chr17,38249046,38256842,ENSG00000126368.6_7,NR1D1
chr17,38269468,38271695,ENSG00000279199.1_7,ENSG00000279199
chr17,38278224,38293170,ENSG00000188895.12_12,MSL1
chr17,45400656,45518678,ENSG00000178852.16_13,EFCAB13
chr17,45486688,45500892,ENSG00000253347.1_10,ENSG00000253347
chr17,45527934,45569859,ENSG00000228782.9_10,MRPL45P2
chr17,45600308,45702031,ENSG00000141279.18_14,NPEPPS
chr17,45634779,45634880,ENSG00000206734,Y_RNA
chr17,45681226,45726815,ENSG00000263766.6_10,KPNB1-DT
chr17,45726842,45762871,ENSG00000108424.11_10,KPNB1
chr17,45759783,45760049,ENSG00000264558.1_8,ENSG00000264558
chr17,45771527,45789418,ENSG00000198933.10_11,TBKBP1
chr17,45810602,45823488,ENSG00000073861.3_6,TBX21
chr17,45884738,45899200,ENSG00000006025.12_9,OSBPL7
chr17,45900638,45908907,ENSG00000159111.13_7,MRPL10
chr17,45909000,45915085,ENSG00000141294.10_6,LRRC46
chr17,45915058,45918655,ENSG00000141295.14_10,SCRN2
chr17,45922274,45933240,ENSG00000189120.5_7,SP6
chr17,57697045,57774317,ENSG00000141367.13_11,CLTC
chr17,57751997,57784987,ENSG00000141378.15_10,PTRH2
chr17,57784553,57919616,ENSG00000062716.13_7,VMP1
chr17,57862174,57862396,ENSG00000267637.1_9,ENSG00000267637
chr17,57918627,57918698,ENSG00000199004,MIR21
chr17,57924799,57924905,ENSG00000201524,RNU6-450P
chr17,57936840,57970306,ENSG00000108423.15_8,TUBD1
chr17,57962376,57962913,ENSG00000270264.1_5,NDUFB8P2
chr17,57970407,58027935,ENSG00000108443.14_10,RPS6KB1
chr17,57989558,57989727,ENSG00000241913.1_5,RPS29P21
chr17,58018269,58050462,ENSG00000267318.1_9,ENSG00000267318
chr17,58029601,58042122,ENSG00000189050.16_10,RNFT1
chr17,58039724,58096336,ENSG00000267104.2_7,TBC1D3P1-DHX40P1
chr17,58042193,58074333,ENSG00000267302.5_8,RNFT1-DT
chr17,58053370,58079745,ENSG00000266992.1_7,DHX40P1
chr17,58085798,58094859,ENSG00000238283.3_8,TBC1D3P1
chr17,58096510,58097367,ENSG00000287664.1_3,ENSG00000287664
chr17,58098433,58099797,ENSG00000275860.1_7,ENSG00000275860
chr17,58103220,58108107,ENSG00000274378.1_7,ENSG00000274378
chr17,58118369,58156283,ENSG00000068097.16_9,HEATR6
chr17,58119722,58119803,ENSG00000263422,AC005702.1
chr17,58119907,58119988,ENSG00000266701,AC005702.4
chr17,58120055,58120133,ENSG00000265638,AC005702.3
chr17,58120166,58120243,ENSG00000263820,AC005702.2
chr17,58120386,58120466,ENSG00000264049,MIR4737
chr17,58140365,58142143,ENSG00000267526.1_9,ENSG00000267526
chr17,58156670,58166074,ENSG00000267416.2_11,HEATR6-DT
chr17,58160923,58169246,ENSG00000261040.9_10,WFDC21P
chr17,58179120,58180280,ENSG00000280852.2_7,ENSG00000280852
chr17,58191154,58198048,ENSG00000267295.1_9,ENSG00000267295
chr17,58200003,58213104,ENSG00000267248.5_13,ENSG00000267248
chr17,58201471,58202835,ENSG00000277532.1_9,ENSG00000277532
chr17,58212400,58213632,ENSG00000286435.1_3,ENSG00000286435
chr17,58213123,58217442,ENSG00000267095.1_10,ENSG00000267095
chr17,58227303,58248260,ENSG00000167434.10_8,CA4
chr17,61896793,61907372,ENSG00000108592.17_9,FTSJ3
chr17,61904512,61909386,ENSG00000087191.13_12,PSMC5
chr17,61909441,61920425,ENSG00000108604.18_12,SMARCD2
chr17,61917343,61917644,ENSG00000264756,RN7SL805P
chr17,61926652,61941739,ENSG00000240280.7_6,TCAM1P
chr17,61949372,61951126,ENSG00000213218.11_7,CSH2
chr17,61957575,61959304,ENSG00000136487.18_7,GH2
chr17,61963170,61963771,ENSG00000259533.2_10,ENSG00000259533
chr17,61972269,61974021,ENSG00000136488.15_7,CSH1
chr17,61978003,61978239,ENSG00000259333.1_7,ENSG00000259333
chr17,61986957,61988701,ENSG00000204414.14_12,CSHL1
chr17,61994560,61996199,ENSG00000259384.7_8,GH1
chr17,61994563,62008745,ENSG00000285947.1_8,ENSG00000285947
chr17,62006098,62009696,ENSG00000007312.14_12,CD79B
chr17,62015914,62050278,ENSG00000007314.12_7,SCN4A
chr17,62050280,62066782,ENSG00000263489.1_10,ENSG00000263489
chr17,62072778,62077259,ENSG00000264954.2_9,PRR29-AS1
chr17,62075711,62081665,ENSG00000224383.8_11,PRR29
chr17,62079954,62097994,ENSG00000108622.11_10,ICAM2
chr17,62116440,62208179,ENSG00000178607.17_10,ERN1
chr17,62144979,62147630,ENSG00000286629.1_3,ENSG00000286629
chr17,62207728,62208746,ENSG00000289957.1_1,ENSG00000289957
chr17,62223297,62223836,ENSG00000266402.5_8,SNHG25
chr17,62223443,62223512,ENSG00000199753,SNORD104
chr17,62224587,62340620,ENSG00000136478.9_11,TEX2
chr17,62385676,62386050,ENSG00000256358.1_5,RPL31P57
chr18,12446511,12658106,ENSG00000134278.16_11,SPIRE1
chr18,12658042,12728944,ENSG00000128789.22_8,PSMG2
chr18,12661832,12702776,ENSG00000101624.11_8,CEP76
chr18,12670425,12671144,ENSG00000267249.1_11,ENSG00000267249
chr18,12738964,12750067,ENSG00000266961.1_11,ENSG00000266961
chr18,12739489,12776139,ENSG00000260302.3_10,LINC01882
chr18,12760716,12760817,ENSG00000201466,Y_RNA
chr18,12785477,12929642,ENSG00000175354.20_13,PTPN2
chr18,12911185,12912022,ENSG00000267570.1_5,STK25P1
chr18,12912843,12913905,ENSG00000267336.1_5,EIF4A2P1
chr18,12947132,12987535,ENSG00000085415.16_12,SEH1L
chr18,12984693,12991172,ENSG00000266969.1_9,CEP192-DT
chr18,12991361,13125051,ENSG00000101639.19_12,CEP192
chr19,10148479,10185446,ENSG00000167798.19_8,C3P1
chr19,10196798,10203928,ENSG00000130813.18_12,SHFL
chr19,10199708,10201053,ENSG00000267387.1_8,ENSG00000267387
chr19,10203014,10213354,ENSG00000130812.11_6,ANGPTL6
chr19,10216899,10225456,ENSG00000243207.6_8,PPAN-P2RY11
chr19,10217038,10222688,ENSG00000130810.20_11,PPAN
chr19,10218327,10218411,ENSG00000209645,SNORD105
chr19,10220433,10220511,ENSG00000238531,SNORD105B
chr19,10222369,10226048,ENSG00000244165.2_7,P2RY11
chr19,10225690,10230594,ENSG00000130811.12_12,EIF3G
chr19,10244018,10341962,ENSG00000130816.17_13,DNMT1
chr19,10332109,10342007,ENSG00000267534.4_12,S1PR2
chr19,10341089,10341161,ENSG00000264266,MIR4322
chr19,10362577,10370731,ENSG00000105364.14_13,MRPL4
chr19,10362944,10395784,ENSG00000266978.1_11,ENSG00000266978
chr19,10369785,10370721,ENSG00000267105.1_11,ENSG00000267105
chr19,10381769,10397291,ENSG00000090339.9_6,ICAM1
chr19,10396477,10399695,ENSG00000267607.1_11,ICAM4-AS1
chr19,10397631,10399198,ENSG00000105371.10_9,ICAM4
chr19,10400628,10407454,ENSG00000105376.5_7,ICAM5
chr19,10415479,10420556,ENSG00000220201.7_8,ZGLP1
chr19,10416103,10426685,ENSG00000167807.15_12,ENSG00000167807
chr19,10420721,10426691,ENSG00000267673.6_11,FDX2
chr19,10426147,10431354,ENSG00000267303.1_12,ENSG00000267303
chr19,10426888,10444314,ENSG00000161847.14_14,RAVER1
chr19,10444112,10446924,ENSG00000274425.1_8,ENSG00000274425
chr19,10444452,10450337,ENSG00000076662.10_10,ICAM3
chr19,10461209,10491284,ENSG00000105397.15_10,TYK2
chr19,10501809,10530797,ENSG00000105401.9_10,CDC37
chr19,10514134,10514214,ENSG00000221566,MIR1181
chr19,10527449,10580306,ENSG00000065989.16_11,PDE4A
chr19,10596801,10614234,ENSG00000079999.14_9,KEAP1
chr19,10601015,10601676,ENSG00000267197.1_11,ENSG00000267197
chr19,10623418,10628607,ENSG00000180739.15_10,S1PR5
chr19,10654571,10664094,ENSG00000130734.10_8,ATG4D
chr19,10661709,10661768,ENSG00000238364,RNU7-140P
chr19,10662798,10662880,ENSG00000221410,MIR1238
chr19,10663761,10676707,ENSG00000129347.21_13,KRI1
chr19,10677136,10679735,ENSG00000129355.7_7,CDKN2D
chr19,10216899,10225456,ENSG00000243207.6_8,PPAN-P2RY11
chr19,10217038,10222688,ENSG00000130810.20_11,PPAN
chr19,10218327,10218411,ENSG00000209645,SNORD105
chr19,10220433,10220511,ENSG00000238531,SNORD105B
chr19,10222369,10226048,ENSG00000244165.2_7,P2RY11
chr19,10225690,10230594,ENSG00000130811.12_12,EIF3G
chr19,10244018,10341962,ENSG00000130816.17_13,DNMT1
chr19,10332109,10342007,ENSG00000267534.4_12,S1PR2
chr19,10341089,10341161,ENSG00000264266,MIR4322
chr19,10362577,10370731,ENSG00000105364.14_13,MRPL4
chr19,10362944,10395784,ENSG00000266978.1_11,ENSG00000266978
chr19,10369785,10370721,ENSG00000267105.1_11,ENSG00000267105
chr19,10381769,10397291,ENSG00000090339.9_6,ICAM1
chr19,10396477,10399695,ENSG00000267607.1_11,ICAM4-AS1
chr19,10397631,10399198,ENSG00000105371.10_9,ICAM4
chr19,10400628,10407454,ENSG00000105376.5_7,ICAM5
chr19,10415479,10420556,ENSG00000220201.7_8,ZGLP1
chr19,10416103,10426685,ENSG00000167807.15_12,ENSG00000167807
chr19,10420721,10426691,ENSG00000267673.6_11,FDX2
chr19,10426147,10431354,ENSG00000267303.1_12,ENSG00000267303
chr19,10426888,10444314,ENSG00000161847.14_14,RAVER1
chr19,10444112,10446924,ENSG00000274425.1_8,ENSG00000274425
chr19,10444452,10450337,ENSG00000076662.10_10,ICAM3
chr19,10461209,10491284,ENSG00000105397.15_10,TYK2
chr19,10501809,10530797,ENSG00000105401.9_10,CDC37
chr19,10514134,10514214,ENSG00000221566,MIR1181
chr19,10527449,10580306,ENSG00000065989.16_11,PDE4A
chr19,10596801,10614234,ENSG00000079999.14_9,KEAP1
chr19,10601015,10601676,ENSG00000267197.1_11,ENSG00000267197
chr19,10623418,10628607,ENSG00000180739.15_10,S1PR5
chr19,10654571,10664094,ENSG00000130734.10_8,ATG4D
chr19,10661709,10661768,ENSG00000238364,RNU7-140P
chr19,10662798,10662880,ENSG00000221410,MIR1238
chr19,10663761,10676707,ENSG00000129347.21_13,KRI1
chr19,10677136,10679735,ENSG00000129355.7_7,CDKN2D
chr19,10683347,10697991,ENSG00000129354.12_10,AP1M2
chr19,10708677,10709641,ENSG00000271010.1_7,ENSG00000271010
chr19,10713133,10755233,ENSG00000129353.15_11,SLC44A2
chr19,10216899,10225456,ENSG00000243207.6_8,PPAN-P2RY11
chr19,10217038,10222688,ENSG00000130810.20_11,PPAN
chr19,10220433,10220511,ENSG00000238531,SNORD105B
chr19,10222369,10226048,ENSG00000244165.2_7,P2RY11
chr19,10225690,10230594,ENSG00000130811.12_12,EIF3G
chr19,10244018,10341962,ENSG00000130816.17_13,DNMT1
chr19,10332109,10342007,ENSG00000267534.4_12,S1PR2
chr19,10341089,10341161,ENSG00000264266,MIR4322
chr19,10362577,10370731,ENSG00000105364.14_13,MRPL4
chr19,10362944,10395784,ENSG00000266978.1_11,ENSG00000266978
chr19,10369785,10370721,ENSG00000267105.1_11,ENSG00000267105
chr19,10381769,10397291,ENSG00000090339.9_6,ICAM1
chr19,10396477,10399695,ENSG00000267607.1_11,ICAM4-AS1
chr19,10397631,10399198,ENSG00000105371.10_9,ICAM4
chr19,10400628,10407454,ENSG00000105376.5_7,ICAM5
chr19,10415479,10420556,ENSG00000220201.7_8,ZGLP1
chr19,10416103,10426685,ENSG00000167807.15_12,ENSG00000167807
chr19,10420721,10426691,ENSG00000267673.6_11,FDX2
chr19,10426147,10431354,ENSG00000267303.1_12,ENSG00000267303
chr19,10426888,10444314,ENSG00000161847.14_14,RAVER1
chr19,10444112,10446924,ENSG00000274425.1_8,ENSG00000274425
chr19,10444452,10450337,ENSG00000076662.10_10,ICAM3
chr19,10461209,10491284,ENSG00000105397.15_10,TYK2
chr19,10501809,10530797,ENSG00000105401.9_10,CDC37
chr19,10514134,10514214,ENSG00000221566,MIR1181
chr19,10527449,10580306,ENSG00000065989.16_11,PDE4A
chr19,10596801,10614234,ENSG00000079999.14_9,KEAP1
chr19,10601015,10601676,ENSG00000267197.1_11,ENSG00000267197
chr19,10623418,10628607,ENSG00000180739.15_10,S1PR5
chr19,10654571,10664094,ENSG00000130734.10_8,ATG4D
chr19,10661709,10661768,ENSG00000238364,RNU7-140P
chr19,10662798,10662880,ENSG00000221410,MIR1238
chr19,10663761,10676707,ENSG00000129347.21_13,KRI1
chr19,10677136,10679735,ENSG00000129355.7_7,CDKN2D
chr19,10683347,10697991,ENSG00000129354.12_10,AP1M2
chr19,10708677,10709641,ENSG00000271010.1_7,ENSG00000271010
chr19,10713133,10755233,ENSG00000129353.15_11,SLC44A2
chr19,34418268,34418530,ENSG00000240626,RN7SL150P
chr19,34488194,34557188,ENSG00000287526.1_5,ENSG00000287526
chr19,34512564,34512800,ENSG00000239253.1_3,RPS4XP23
chr19,34513561,34514332,ENSG00000249987.1_3,RPS4XP20
chr19,34583466,34584215,ENSG00000186008.7_5,RPS4XP21
chr19,34617878,34618328,ENSG00000270849.1_5,CHCHD2P3
chr19,34663409,34720193,ENSG00000257103.9_10,LSM14A
chr19,34745457,34846471,ENSG00000166398.14_8,GARRE1
chr19,34787182,34787497,ENSG00000257074.3_5,RPL29P33
chr19,34839261,34850317,ENSG00000267219.1_10,ENSG00000267219
chr19,34850385,34893318,ENSG00000105220.17_15,GPI
chr19,34887220,34900269,ENSG00000266953.6_15,ENSG00000266953
chr19,34895304,34917073,ENSG00000126249.8_8,PDCD2L
chr19,48949098,48960279,ENSG00000105447.13_8,GRWD1
chr19,48958831,48970237,ENSG00000182324.7_7,KCNJ14
chr19,48968605,48972950,ENSG00000268530.6_13,ENSG00000268530
chr19,48969094,48975688,ENSG00000268465.1_13,ENSG00000268465
chr19,48972465,48985571,ENSG00000105443.16_11,CYTH2
chr19,48988528,49017192,ENSG00000142235.13_14,LMTK3
chr19,49050894,49100495,ENSG00000287603.1_6,ENSG00000287603
chr19,49055429,49102682,ENSG00000088002.12_7,SULT2B1
chr19,49103218,49118333,ENSG00000105523.4_8,FAM83E
chr19,49109999,49110971,ENSG00000177202.3_6,SPACA4
chr19,49118585,49122441,ENSG00000063177.13_9,RPL18
chr19,49122529,49127389,ENSG00000268093.1_11,ENSG00000268093
chr19,49122548,49133974,ENSG00000063176.16_13,SPHK2
chr19,49133287,49140636,ENSG00000105516.11_7,DBP
chr19,49141203,49149444,ENSG00000063180.9_7,CA11
chr19,49141328,49185502,ENSG00000232871.8_7,SEC1P
chr19,49164664,49176338,ENSG00000142233.14_9,NTN5
chr19,49187292,49187563,ENSG00000264835,RN7SL345P
chr19,49199228,49209208,ENSG00000176920.13_8,FUT2
chr19,49215982,49222982,ENSG00000176909.12_15,MAMSTR
chr19,49223842,49243867,ENSG00000105538.10_8,RASIP1
chr19,49244109,49250166,ENSG00000182264.9_8,IZUMO1
chr19,49251268,49258647,ENSG00000174951.12_8,FUT1
chr19,49258781,49261590,ENSG00000105550.10_7,FGF21
chr19,49296409,49296515,ENSG00000206758,RNU6-317P
chr19,49298319,49314286,ENSG00000105552.15_9,BCAT2
chr19,49310578,49314094,ENSG00000286024.3_5,ENSG00000286024
chr19,49316275,49339767,ENSG00000087076.9_8,HSD17B14
chr19,49340354,49371874,ENSG00000105559.12_12,PLEKHA4
chr19,49375678,49379315,ENSG00000087074.8_7,PPP1R15A
chr19,49384224,49402001,ENSG00000104804.8_11,TULP2
chr19,49403569,49426629,ENSG00000104805.16_11,NUCB1
chr19,49414187,49422148,ENSG00000235191.1_9,NUCB1-AS1
chr19,49429428,49429701,ENSG00000260366.1_8,ENSG00000260366
chr19,49436956,49448226,ENSG00000104808.8_7,DHDH
chr2,9158422,9159028,ENSG00000230886.3_5,HMGB1P25
chr2,9221524,9221856,ENSG00000223640.1_7,RPL30P3
chr2,9243569,9245243,ENSG00000242136.1_8,ENSG00000242136
chr2,9246722,9249994,ENSG00000261104.1_8,ENSG00000261104
chr2,9250586,9257076,ENSG00000244310.2_10,ENSG00000244310
chr2,9283295,9286235,ENSG00000240980.1_8,ENSG00000240980
chr2,9346894,9545812,ENSG00000151693.11_12,ASAP2
chr2,9411421,9411757,ENSG00000213772.3_5,EIF1P7
chr2,9543604,9563657,ENSG00000119185.13_12,ITGB1BP1
chr2,9563780,9613230,ENSG00000119203.14_7,CPSF3
chr2,9613787,9636672,ENSG00000134330.19_9,IAH1
chr2,9628615,9696861,ENSG00000151694.15_11,ADAM17
chr2,9641595,9652542,ENSG00000239300.6_10,ENSG00000239300
chr2,24714123,24993571,ENSG00000084676.16_6,NCOA1
chr2,24899178,24899284,ENSG00000206732,RNU6-936P
chr2,25012597,25016260,ENSG00000184924.6_7,PTRHD1
chr2,25016005,25045245,ENSG00000138092.11_9,CENPO
chr2,25042038,25143106,ENSG00000138031.15_11,ADCY3
chr2,25048479,25049586,ENSG00000271936.1_8,ENSG00000271936
chr2,25166505,25194963,ENSG00000115137.12_8,DNAJC27
chr2,25191827,25192093,ENSG00000237953.1_5,RPS13P5
chr2,25192257,25192346,ENSG00000202479,SNORD14
chr2,25194259,25262585,ENSG00000224165.8_11,DNAJC27-AS1
chr2,25223016,25233143,ENSG00000286645.1_6,ENSG00000286645
chr2,25231714,25231815,ENSG00000207069,Y_RNA
chr2,25264945,25382004,ENSG00000084710.14_6,EFR3B
chr2,25280901,25281196,ENSG00000240913,RN7SL856P
chr2,25302770,25304558,ENSG00000229593.1_7,SUCLA2P3
chr2,25194259,25262585,ENSG00000224165.8_11,DNAJC27-AS1
chr2,25264945,25382004,ENSG00000084710.14_6,EFR3B
chr2,25280901,25281196,ENSG00000240913,RN7SL856P
chr2,25302770,25304558,ENSG00000229593.1_7,SUCLA2P3
chr2,25383722,25391772,ENSG00000115138.11_11,POMC
chr2,25427182,25432071,ENSG00000230452.1_7,LINC01381
chr2,25450724,25565459,ENSG00000119772.19_10,DNMT3A
chr2,25551509,25551590,ENSG00000221445,MIR1301
chr2,25585101,25585296,ENSG00000289567.2_2,ENSG00000289567
chr2,25592005,25598714,ENSG00000235072.2_10,ARNILA
chr2,25600067,25896516,ENSG00000138101.20_11,DTNB
chr2,25643986,25650512,ENSG00000224220.1_7,DTNB-AS1
chr2,62115859,62374382,ENSG00000173163.11_10,COMMD1
chr2,62296582,62374016,ENSG00000229839.6_11,ENSG00000229839
chr2,62373548,62374288,ENSG00000242735.1_5,RPSAP26
chr2,62395997,62398298,ENSG00000271657.1_7,ENSG00000271657
chr2,62423250,62451866,ENSG00000170340.11_6,B3GNT2
chr2,62432961,62433052,ENSG00000266097,MIR5192
chr2,62489524,62489806,ENSG00000239958,RN7SL51P
chr2,62492130,62492233,ENSG00000238809,snoU13
chr2,62523381,62691208,ENSG00000228541.3_6,ENSG00000228541
chr2,62576083,62577874,ENSG00000270335.1_9,ENSG00000270335
chr2,62718313,62718601,ENSG00000241625,RN7SL18P
chr2,62727353,62739029,ENSG00000186889.10_8,TMEM17
chr2,62734680,62734958,ENSG00000233702.1_4,RPL37P13
chr2,62759718,62760194,ENSG00000229503.1_8,RPL21P37
chr2,62760816,62889964,ENSG00000226622.7_13,ENSG00000226622
chr2,62779598,62780569,ENSG00000232144.1_5,PSAT1P2
chr2,62788193,62788558,ENSG00000230595.1_5,RSL24D1P2
chr2,102313312,102511152,ENSG00000071054.17_15,MAP4K4
chr2,102414352,102416597,ENSG00000288948.1_1,ENSG00000288948
chr2,102508955,102511150,ENSG00000233404,FLJ20373
chr2,102578065,102578489,ENSG00000289167.1_1,ENSG00000289167
chr2,102578514,102603629,ENSG00000281162.4_8,LINC01127
chr2,102608422,102645006,ENSG00000115590.14_7,IL1R2
chr2,102654425,102674651,ENSG00000287771.1_3,ENSG00000287771
chr2,102681004,102796334,ENSG00000115594.12_13,IL1R1
chr2,102789081,102798568,ENSG00000226925.1_9,IL1R1-AS1
chr2,102803466,102856462,ENSG00000115598.10_9,IL1RL2
chr2,102866317,102866715,ENSG00000205716.4_5,FAM183DP
chr2,102578065,102578489,ENSG00000289167.1_1,ENSG00000289167
chr2,102578514,102603629,ENSG00000281162.4_8,LINC01127
chr2,102608422,102645006,ENSG00000115590.14_7,IL1R2
chr2,102654425,102674651,ENSG00000287771.1_3,ENSG00000287771
chr2,102681004,102796334,ENSG00000115594.12_13,IL1R1
chr2,102789081,102798568,ENSG00000226925.1_9,IL1R1-AS1
chr2,102803466,102856462,ENSG00000115598.10_9,IL1RL2
chr2,102866317,102866715,ENSG00000205716.4_5,FAM183DP
chr2,102927962,102968497,ENSG00000115602.17_9,IL1RL1
chr2,102927989,103015237,ENSG00000115604.12_10,IL18R1
chr2,162848755,162930904,ENSG00000197635.11_13,DPP4
chr2,162929766,162934546,ENSG00000230918.3_12,DPP4-DT
chr2,162933867,162934161,ENSG00000231445.1_5,TIMM8AP1
chr2,162944769,162946582,ENSG00000224674.1_5,EIF3EP2
chr2,162948742,162951542,ENSG00000233397.3_11,ENSG00000233397
chr2,162999392,163008914,ENSG00000115263.15_7,GCG
chr2,163016272,163029733,ENSG00000236841.8_13,ENSG00000236841
chr2,163027194,163101661,ENSG00000078098.15_12,FAP
chr2,163123584,163175194,ENSG00000115267.10_12,IFIH1
chr2,163175350,163228105,ENSG00000115271.11_11,GCA
chr2,163227917,163695277,ENSG00000184611.13_8,KCNH7
chr2,163353446,163353561,ENSG00000212312.1_2,RNA5SP109
chr2,204259068,204400058,ENSG00000173166.18_11,RAPH1
chr2,204499300,204500739,ENSG00000233459.1_4,ENSG00000233459
chr2,204536898,204537146,ENSG00000233031.1_7,ENSG00000233031
chr2,204571198,204603635,ENSG00000178562.18_6,CD28
chr2,204629018,204630316,ENSG00000224791.1_5,KRT18P39
chr2,204629430,204629521,ENSG00000211573,AC125238.1
chr2,204637354,204638225,ENSG00000213925.3_5,NPM1P33
chr2,204646760,204646866,ENSG00000206970,RNU6-474P
chr2,204718611,204738688,ENSG00000163599.18_10,CTLA4
chr2,204801486,204826300,ENSG00000163600.13_9,ICOS
chr2,218664311,218898705,ENSG00000079308.20_13,TNS1
chr2,218843430,218858470,ENSG00000223923.2_10,TNS1-AS1
chr2,218899683,218955307,ENSG00000188282.13_6,RUFY4
chr2,218923878,218930452,ENSG00000229754.2_8,CXCR2P1
chr2,218990012,219001974,ENSG00000180871.8_9,CXCR2
chr2,219027564,219031685,ENSG00000163464.8_7,CXCR1
chr2,219049702,219049805,ENSG00000238428,snoU13
chr2,219065157,219066111,ENSG00000224159.1_5,HMGB1P9
chr2,219081864,219119079,ENSG00000163466.16_6,ARPC2
chr2,219120042,219122089,ENSG00000261338.2_10,ENSG00000261338
chr2,219124219,219128584,ENSG00000179921.15_6,GPBAR1
chr2,219128852,219134901,ENSG00000127837.10_10,AAMP
chr2,219134374,219211516,ENSG00000127838.15_8,PNKD
